year,month,day,hour,lat,lon,sog,cog,hdg,khnp_buoy.ws,khnp_buoy.wd,kma_lightbecon.ws,kma_lightbecon.wd,kma_pagobuoy.max_wh,kma_pagobuoy.sig_wh,kma_pagobuoy.mean_wh,answer
2021,7,21,18,35.446256,129.446675,0.1,168.4,180.7,25.6,16,8.12,2.0,1.1,0.9,0.55,0
2021,7,21,19,35.44633,129.446707,0.3,186.9,181.0,25.6,16,7.93,2.0,1.15,0.9,0.55,0
2021,7,21,20,35.446271,129.446759,0.3,192.3,201.8,25.6,16,7.45,1.0,1.15,0.9,0.6,0
2021,7,21,21,35.446853,129.446051,0.2,194.4,212.2,25.6,16,6.42,1.0,1.25,1.0,0.6,0
2021,7,21,22,35.44707,129.44586,0.2,178.2,207.3,25.6,16,6.14,1.0,1.0,0.85,0.55,0
2021,7,21,23,35.446918,129.446218,0.3,182.1,196.0,25.6,16,5.14,1.0,1.1,0.9,0.55,0
2021,7,22,0,35.446837,129.446066,0.4,174.1,200.0,25.6,16,5.82,1.0,1.0,0.75,0.5,0
2021,7,22,1,35.447066,129.446018,0.3,185.5,201.7,25.6,16,6.13,2.0,1.05,0.8,0.5,0
2021,7,22,2,35.447088,129.446004,0.2,175.3,200.6,25.6,16,6.23,1.0,1.05,0.85,0.55,0
2021,7,22,3,35.447067,129.445749,0.2,198.2,192.6,25.6,16,6.4,1.0,1.1,0.85,0.5,0
2021,7,22,4,35.447111,129.445737,0.2,209.8,171.1,25.6,16,6.07,2.0,1.15,0.9,0.55,0
2021,7,22,5,35.447149,129.445514,0.1,210.8,162.3,25.6,16,6.48,2.0,1.2,0.95,0.6,0
2021,7,22,6,35.447303,129.445361,0.1,199.8,164.7,25.6,16,5.9,2.0,1.2,0.95,0.6,0
2021,7,22,7,35.4513,129.434023,0.2,164.4,127.1,25.6,16,5.17,2.0,1.0,0.85,0.55,0
2021,7,22,8,35.451708,129.429656,0.2,182.4,115.5,25.6,16,4.62,2.0,1.25,1.0,0.6,0
2021,7,22,9,35.451535,129.429948,0.4,179.2,159.1,25.6,16,5.62,2.0,1.15,0.95,0.6,0
2021,7,22,10,35.451683,129.42969,0.3,196.4,117.1,25.6,16,5.21,2.0,1.2,1.0,0.65,0
2021,7,22,11,35.45155,129.43041,0.2,178.4,134.1,25.6,16,6.43,2.0,1.2,0.9,0.6,0
2021,7,22,12,35.452822,129.426236,0.2,144.3,117.5,25.6,16,6.26,2.0,1.35,1.0,0.6,0
2021,7,22,13,35.445132,129.459707,0.3,74.5,167.7,25.6,16,6.78,2.0,1.3,1.05,0.6,0
2021,7,22,14,35.444878,129.462633,0.1,164.0,163.5,25.6,16,6.65,2.0,1.0,0.75,0.45,0
2021,7,22,15,35.444654,129.464199,0.1,125.2,162.4,25.6,16,6.77,2.0,1.2,0.95,0.65,0
2021,7,22,16,35.4075,129.458477,0.2,63.6,141.3,25.6,16,6.18,2.0,1.1,0.9,0.55,0
2021,7,22,17,35.421825,129.460957,0.2,180.5,152.4,25.6,16,5.28,2.0,1.05,0.8,0.5,0
2021,7,22,18,35.422328,129.461041,0.2,131.8,162.3,25.6,16,4.64,2.0,1.05,0.8,0.5,0
2021,7,22,19,35.419754,129.461353,0.1,109.5,198.2,25.6,16,5.14,2.0,0.95,0.75,0.5,0
2021,7,22,20,35.421313,129.461708,0.1,123.7,206.6,25.6,16,5.94,2.0,0.95,0.7,0.45,0
2021,7,22,21,35.422975,129.461918,0.2,143.0,208.2,25.6,16,5.07,1.0,0.95,0.75,0.5,0
2021,7,22,22,35.423162,129.462406,0.2,230.4,220.0,25.6,16,4.6,1.0,0.95,0.8,0.5,0
2021,7,22,23,35.421622,129.462145,0.1,255.3,216.5,25.6,16,4.54,1.0,0.95,0.75,0.45,0
2021,7,23,0,35.42407,129.46254,0.1,223.8,217.6,25.6,16,5.0,1.0,0.75,0.65,0.4,0
2021,7,23,1,35.421731,129.462077,0.1,259.0,213.1,25.6,16,4.39,3.0,0.9,0.65,0.4,0
2021,7,23,2,35.421593,129.46197,0.1,245.3,205.1,25.6,16,4.0,2.0,0.85,0.7,0.45,0
2021,7,23,3,35.418826,129.4612,0.1,253.2,189.8,25.6,16,4.67,2.0,0.9,0.7,0.45,0
2021,7,23,4,35.422896,129.461773,0.1,221.1,191.7,25.6,16,5.71,2.0,0.95,0.75,0.45,0
2021,7,23,5,35.418882,129.461269,0.1,202.8,202.7,25.6,16,4.92,1.0,1.05,0.85,0.55,0
2021,7,23,6,35.425963,129.460846,0.1,225.1,187.8,25.6,16,4.65,0.0,1.05,0.8,0.5,0
2021,7,23,7,35.420861,129.461027,0.1,179.5,194.8,25.6,16,5.95,1.0,0.8,0.65,0.4,0
2021,7,23,8,35.424465,129.461694,0.2,222.1,199.4,25.6,16,6.47,1.0,0.75,0.6,0.4,0
2021,7,23,9,35.445885,129.464667,0.2,203.1,205.9,25.6,16,6.74,2.0,0.8,0.6,0.4,0
2021,7,23,10,35.445761,129.465015,0.1,184.1,212.5,25.6,16,6.65,2.0,0.6,0.5,0.35,0
2021,7,23,11,35.445846,129.464927,0.1,167.4,207.8,25.6,16,6.63,2.0,0.65,0.5,0.3,0
2021,7,23,12,35.445636,129.464795,0.1,156.9,203.1,25.6,16,5.92,2.0,0.75,0.6,0.4,0
2021,7,23,13,35.445565,129.464885,0.2,271.4,206.7,25.6,16,5.21,1.0,0.8,0.7,0.45,0
2021,7,24,4,35.426636,129.431376,0.4,137.0,208.8,25.6,16,2.7,15.0,0.65,0.55,0.35,0
2021,7,24,5,35.427389,129.430476,0.2,230.3,170.6,25.6,16,2.38,15.0,0.65,0.55,0.35,0
2021,7,24,6,35.427472,129.429799,0.1,255.6,153.1,25.6,16,3.22,1.0,0.6,0.5,0.35,0
2021,7,24,7,35.436104,129.451991,0.6,253.2,156.6,25.6,16,2.98,1.0,0.6,0.45,0.25,0
2021,7,24,8,35.435305,129.447927,0.1,196.7,168.9,25.6,16,3.34,1.0,0.6,0.45,0.3,0
2021,7,24,9,35.427898,129.447183,0.4,100.0,194.8,25.6,16,3.88,2.0,0.55,0.45,0.3,0
2021,7,24,10,35.430117,129.449322,0.2,213.3,227.5,25.6,16,3.86,2.0,0.6,0.5,0.3,0
2021,7,24,11,35.430752,129.449025,0.2,226.7,205.9,25.6,16,2.79,2.0,0.55,0.45,0.3,0
2021,7,24,12,35.430767,129.448728,0.1,161.8,196.0,25.6,16,3.35,3.0,0.55,0.4,0.25,0
2021,7,24,13,35.430793,129.448528,0.1,161.0,196.0,25.6,16,3.84,3.0,0.45,0.35,0.2,0
2021,7,24,14,35.430575,129.448213,0.2,194.4,177.3,25.6,16,4.27,2.0,0.55,0.45,0.25,0
2021,7,24,15,35.44355,129.43109,0.2,140.9,149.5,25.6,16,4.56,2.0,0.45,0.35,0.2,0
2021,7,24,16,35.443833,129.42707,0.1,162.5,113.0,25.6,16,5.38,2.0,0.55,0.45,0.3,0
2021,7,24,17,35.443366,129.42478,0.1,164.6,96.8,25.6,16,5.21,2.0,0.5,0.4,0.3,0
2021,7,24,18,35.442817,129.427205,0.1,155.2,106.7,25.6,16,5.15,1.0,0.6,0.5,0.3,0
2021,7,24,19,35.442694,129.427461,0.1,173.1,116.2,25.6,16,5.31,2.0,0.7,0.5,0.3,0
2021,7,24,20,35.443442,129.42756,0.1,162.8,139.1,25.6,16,4.53,1.0,0.6,0.5,0.3,0
2021,7,24,21,35.443468,129.429026,0.1,201.0,188.3,25.6,16,5.34,1.0,0.55,0.45,0.3,0
2021,7,24,22,35.444119,129.428385,0.1,221.2,177.9,25.6,16,5.46,2.0,0.55,0.45,0.25,0
2021,7,24,23,35.444254,129.42658,0.1,213.3,169.2,25.6,16,4.15,2.0,0.65,0.5,0.3,0
2021,7,25,0,35.444008,129.428576,0.1,211.6,169.0,25.6,16,3.71,1.0,0.75,0.6,0.35,0
2021,7,25,1,35.442966,129.427383,0.1,238.0,170.5,25.6,16,3.17,1.0,0.65,0.55,0.35,0
2021,7,25,2,35.443981,129.426435,0.1,211.9,148.2,25.6,16,2.57,15.0,0.85,0.65,0.4,0
2021,7,25,3,35.443652,129.427762,0.1,186.0,143.7,25.6,16,2.54,15.0,0.75,0.6,0.4,0
2021,7,25,4,35.443632,129.42728,0.2,171.7,132.7,25.6,16,2.92,15.0,0.65,0.55,0.35,0
2021,7,25,5,35.443466,129.42623,0.1,213.1,126.6,25.6,16,3.56,1.0,0.55,0.45,0.3,0
2021,7,25,6,35.443663,129.424535,0.1,177.5,116.8,25.6,16,3.17,1.0,0.65,0.5,0.35,0
2021,7,25,7,35.443723,129.425248,0.1,203.1,121.0,25.6,16,3.2,1.0,0.55,0.45,0.3,0
2021,7,25,11,35.441772,129.445498,0.1,161.7,245.8,25.6,16,2.07,2.0,0.5,0.4,0.25,0
2021,7,25,12,35.442038,129.445561,0.1,216.1,244.0,25.6,16,1.58,5.0,0.6,0.45,0.3,0
2021,7,25,13,35.442461,129.445325,0.1,203.1,223.6,25.6,16,1.77,3.0,0.6,0.5,0.3,0
2021,7,25,14,35.443056,129.44408,0.2,197.0,203.7,25.6,16,2.64,3.0,0.65,0.5,0.35,0
2021,7,25,15,35.434518,129.453694,0.2,192.4,179.0,25.6,16,3.38,3.0,0.55,0.45,0.25,0
2021,7,25,16,35.43224,129.455968,0.1,200.6,158.4,25.6,16,3.61,3.0,0.55,0.45,0.25,0
2021,7,26,8,35.449739,129.438001,0.8,272.6,124.9,25.6,16,2.86,2.0,0.7,0.55,0.35,0
2021,7,26,9,35.450708,129.438637,0.1,190.5,186.7,25.6,16,1.74,5.0,0.8,0.6,0.4,0
2021,7,26,10,35.450635,129.438962,0.1,145.0,198.0,25.6,16,1.31,4.0,0.7,0.55,0.4,0
2021,7,26,11,35.450308,129.439445,0.1,169.7,221.9,25.6,16,1.65,8.0,0.8,0.65,0.35,0
2021,7,26,12,35.4498,129.439787,0.1,162.3,259.2,25.6,16,0.94,4.0,1.0,0.8,0.45,0
2021,7,26,13,35.450106,129.439806,0.1,193.6,240.7,25.6,16,1.59,2.0,0.8,0.65,0.4,0
2021,7,26,14,35.450252,129.439654,0.1,221.4,233.2,25.6,16,1.48,3.0,0.75,0.55,0.4,0
2021,7,26,15,35.450564,129.439207,0.1,265.6,198.4,25.6,16,1.85,3.0,0.65,0.5,0.3,0
2021,7,26,16,35.450534,129.438737,0.1,199.1,172.5,25.6,16,3.73,3.0,0.65,0.55,0.35,0
2021,7,26,17,35.450026,129.437673,0.1,172.7,116.0,25.6,16,4.06,2.0,0.65,0.55,0.3,0
2021,7,26,18,35.450065,129.437766,0.1,71.6,119.2,25.6,16,4.42,2.0,0.7,0.55,0.35,0
2021,7,26,19,35.456632,129.437951,0.6,234.9,152.3,25.6,16,4.31,2.0,0.7,0.6,0.35,0
2021,7,26,20,35.460576,129.437521,0.4,131.8,142.6,25.6,16,4.21,2.0,0.7,0.55,0.35,0
2021,7,26,21,35.46082,129.439101,0.1,211.3,229.0,25.6,16,3.28,15.0,0.75,0.55,0.35,0
2021,7,26,22,35.46061,129.439458,0.1,134.4,224.2,25.6,16,4.11,1.0,0.65,0.5,0.35,0
2021,7,26,23,35.438391,129.445784,0.5,120.0,248.7,25.6,16,4.17,1.0,0.55,0.45,0.3,0
2021,7,27,0,35.448131,129.440121,0.1,212.5,223.0,25.6,16,3.03,15.0,0.65,0.5,0.3,0
2021,7,27,1,35.448704,129.440159,0.1,178.2,227.8,25.6,16,3.15,15.0,0.6,0.45,0.3,0
2021,7,27,2,35.448316,129.440033,0.1,228.2,229.1,25.6,16,3.34,15.0,0.55,0.45,0.3,0
2021,7,27,3,35.44839,129.439523,0.1,229.4,213.2,25.6,16,2.98,15.0,0.55,0.4,0.3,0
2021,7,27,4,35.448465,129.438959,0.2,175.1,186.9,25.6,16,2.88,15.0,0.5,0.4,0.3,0
2021,7,27,5,35.448263,129.43907,0.2,193.0,185.2,25.6,16,3.79,1.0,0.55,0.4,0.25,0
2021,7,27,6,35.447822,129.438979,0.2,182.1,146.5,25.6,16,4.69,1.0,0.55,0.4,0.3,0
2021,7,27,7,35.447661,129.438681,0.2,200.4,129.2,25.6,16,4.71,1.0,0.55,0.45,0.25,0
2021,7,27,8,35.448159,129.438177,0.2,184.0,121.9,25.6,16,5.32,2.0,0.55,0.4,0.3,0
2021,7,27,9,35.448236,129.438455,0.2,165.7,139.4,25.6,16,5.29,2.0,0.55,0.4,0.25,0
2021,7,27,10,35.439264,129.444306,0.2,187.8,155.0,25.6,16,5.06,2.0,0.4,0.35,0.2,0
2021,7,27,11,35.431716,129.445892,0.1,168.0,162.5,25.6,16,5.0,2.0,0.35,0.3,0.2,0
2021,7,27,19,35.442754,129.462833,0.4,227.5,64.5,25.6,16,7.32,2.0,0.8,0.6,0.4,0
2021,7,27,20,35.444323,129.463961,0.1,176.7,188.4,25.6,16,6.78,2.0,0.65,0.5,0.3,0
2021,7,27,21,35.444231,129.464583,0.1,176.4,232.2,25.6,16,6.03,2.0,0.6,0.5,0.35,0
2021,7,27,22,35.44428,129.464981,0.1,166.1,253.6,25.6,16,4.22,15.0,0.65,0.55,0.35,0
2021,7,27,23,35.444093,129.465141,0.1,196.5,264.1,25.6,16,3.86,15.0,0.6,0.5,0.3,0
2021,7,28,0,35.444436,129.464897,0.1,250.2,248.1,25.6,16,4.61,13.0,1.19,0.87,0.55,0
2021,7,28,1,35.445043,129.464148,0.1,178.7,211.0,25.6,16,6.13,0.0,0.8,0.65,0.4,0
2021,7,28,2,35.445081,129.463844,0.1,157.0,214.8,25.6,16,5.36,0.0,0.75,0.6,0.35,0
2021,7,28,3,35.444931,129.464241,0.1,206.0,232.2,25.6,16,4.52,1.0,0.8,0.6,0.4,0
2021,7,28,4,35.448669,129.455387,0.1,180.8,213.9,25.6,16,3.96,15.0,0.85,0.65,0.4,0
2021,7,28,5,35.450032,129.451642,0.1,166.7,193.9,25.6,16,3.55,15.0,0.8,0.65,0.4,0
2021,7,28,6,35.450793,129.449261,0.1,181.5,183.3,25.6,16,4.27,1.0,0.9,0.7,0.45,0
2021,7,28,7,35.453582,129.439478,0.2,185.5,101.3,25.6,16,4.88,1.0,0.8,0.6,0.4,0
2021,7,28,8,35.452704,129.43928,0.1,181.0,51.6,25.6,16,4.9,1.0,0.6,0.5,0.35,0
2021,7,28,9,35.452975,129.439068,0.1,222.9,67.9,25.6,16,5.5,2.0,0.55,0.45,0.25,0
2021,7,28,10,35.453928,129.439397,0.1,128.2,114.8,25.6,16,5.02,3.0,0.65,0.5,0.3,0
2021,7,28,11,35.453728,129.439191,0.1,163.6,107.2,25.6,16,5.8,3.0,0.55,0.45,0.3,0
2021,7,28,12,35.453169,129.438892,0.0,145.4,80.8,25.6,16,5.67,3.0,0.55,0.45,0.3,0
2021,7,28,13,35.452775,129.439068,0.2,172.2,58.6,25.6,16,5.83,3.0,0.6,0.5,0.3,0
2021,7,28,14,35.452293,129.439113,0.2,223.4,33.6,25.6,16,5.44,3.0,0.55,0.45,0.3,0
2021,7,28,15,35.452146,129.439014,0.1,224.8,33.1,25.6,16,5.37,3.0,0.7,0.6,0.35,0
2021,7,28,16,35.45227,129.438854,0.1,213.5,41.4,25.6,16,4.64,2.0,0.75,0.6,0.35,0
2021,7,28,17,35.452254,129.438877,0.1,206.6,41.6,25.6,16,3.78,2.0,0.75,0.6,0.4,0
2021,7,28,18,35.452208,129.438935,0.1,209.1,39.4,25.6,16,3.91,2.0,0.7,0.55,0.35,0
2021,7,28,19,35.452104,129.439094,0.1,177.8,32.0,25.6,16,4.24,2.0,0.65,0.55,0.35,0
2021,7,28,20,35.452032,129.439297,0.1,177.5,22.6,25.6,16,4.04,2.0,0.65,0.55,0.35,0
2021,7,28,21,35.452246,129.439544,0.3,166.2,20.6,25.6,16,3.33,0.0,0.9,0.65,0.4,0
2021,9,2,1,35.494204,129.397494,0.0,217.4,344.3,25.6,16,9.92,2.0,1.6,1.2,0.7,0
2021,9,2,2,35.494094,129.397343,0.0,197.2,232.6,25.6,16,8.32,3.0,1.7,1.2,0.8,0
2021,9,2,3,35.494086,129.397174,0.0,159.5,79.4,25.6,16,9.39,3.0,1.3,1.1,0.8,0
2021,9,2,4,35.494064,129.397167,0.0,211.5,65.5,25.6,16,8.88,3.0,1.5,1.2,0.7,0
2021,9,2,5,35.494077,129.397094,0.0,156.6,35.4,25.6,16,8.48,2.0,1.4,1.1,0.7,0
2021,9,2,6,35.494096,129.397341,0.0,151.9,264.7,25.6,16,8.77,3.0,1.4,1.0,0.8,0
2021,9,2,7,35.494131,129.397461,0.0,241.8,312.0,25.6,16,9.67,3.0,1.4,1.2,0.8,0
2021,9,2,8,35.494098,129.397134,0.0,170.8,17.4,25.6,16,9.59,3.0,1.5,1.1,0.8,0
2021,9,2,9,35.494143,129.397524,0.0,118.8,282.8,25.6,16,8.58,3.0,1.2,1.0,0.6,0
2021,9,2,10,35.494245,129.397784,0.0,175.1,322.9,25.6,16,7.69,2.0,1.5,1.1,0.7,0
2021,9,2,11,35.494155,129.397608,0.0,198.9,339.4,25.6,16,8.28,3.0,1.3,0.9,0.7,0
2021,9,2,12,35.494081,129.39725,0.0,252.9,164.2,25.6,16,8.71,3.0,1.2,1.1,0.8,0
2021,9,3,0,35.481826,129.39912,0.1,153.6,227.8,25.6,16,4.63,1.0,0.9,0.7,0.4,0
2021,9,3,1,35.481804,129.399235,0.0,142.7,317.5,25.6,16,3.48,15.0,0.8,0.8,0.4,0
2021,9,4,16,35.48945,129.397632,0.5,202.3,24.0,25.6,16,10.8,2.0,1.2,0.9,0.6,0
2021,9,4,17,35.489093,129.397653,0.1,210.7,85.1,25.6,16,10.49,2.0,1.1,0.9,0.6,0
2021,9,4,18,35.489072,129.397893,0.1,170.5,228.8,25.6,16,10.24,2.0,1.2,1.0,0.6,0
2021,9,4,19,35.489095,129.398135,0.1,135.2,341.3,25.6,16,9.12,1.0,1.2,0.9,0.7,0
2021,9,5,1,35.497698,129.39876,0.4,89.2,341.5,25.6,16,7.25,1.0,1.2,0.8,0.5,0
2021,9,5,20,35.497508,129.3987,0.1,55.6,334.1,25.6,16,7.14,1.0,0.9,0.8,0.4,0
2021,9,5,21,35.497484,129.398674,0.1,99.3,337.8,25.6,16,6.63,1.0,1.0,0.9,0.7,0
2021,9,5,22,35.497501,129.398685,0.2,105.7,335.2,25.6,16,8.89,1.0,1.2,0.9,0.5,0
2021,9,5,23,35.497481,129.39867,0.3,90.8,340.0,25.6,16,9.0,1.0,1.1,0.9,0.7,0
2021,9,6,0,35.497456,129.398619,0.2,98.2,347.3,25.6,16,6.51,1.0,1.2,0.9,0.6,0
2021,9,6,1,35.497477,129.398712,0.1,92.3,337.2,25.6,16,7.98,1.0,1.2,0.9,0.6,0
2021,9,6,4,35.497494,129.398775,0.1,59.3,312.7,25.6,16,5.89,1.0,0.9,0.7,0.4,0
2021,9,6,17,35.489767,129.400556,0.3,283.7,2.0,25.6,16,8.1,3.0,1.4,1.1,0.8,0
2021,9,6,18,35.489704,129.400346,0.1,166.0,18.8,25.6,16,8.24,3.0,1.3,0.9,0.7,0
2021,9,6,19,35.489688,129.400394,0.0,174.8,51.4,25.6,16,7.56,3.0,1.2,0.8,0.5,0
2021,9,6,20,35.489721,129.400319,0.0,201.9,22.1,25.6,16,7.09,4.0,1.1,0.8,0.6,0
2021,9,6,21,35.490007,129.399877,0.0,252.6,52.4,25.6,16,6.82,4.0,1.0,0.8,0.6,0
2021,9,6,22,35.489782,129.400213,0.0,201.7,25.0,25.6,16,6.35,4.0,1.2,0.9,0.5,0
2021,9,6,23,35.489758,129.400241,0.0,152.4,23.3,25.6,16,6.08,4.0,1.2,1.0,0.6,0
2021,9,7,0,35.48972,129.400324,0.0,212.0,36.6,25.6,16,6.43,3.0,1.2,1.1,0.7,0
2021,9,7,1,35.483254,129.39927,0.6,172.3,22.8,25.6,16,5.55,4.0,1.4,1.1,0.8,0
2021,9,7,2,35.48066,129.398829,0.2,190.2,17.3,25.6,16,5.7,5.0,1.2,1.0,0.7,0
2021,9,7,3,35.480661,129.39877,0.2,277.8,53.5,25.6,16,5.29,5.0,1.3,0.9,0.6,0
2021,9,7,4,35.480597,129.399182,0.1,317.4,185.6,25.6,16,5.91,5.0,1.3,1.0,0.6,0
2021,9,7,5,35.480095,129.39931,0.2,117.6,325.3,25.6,16,6.79,6.0,1.4,1.1,0.7,0
2021,9,7,6,35.480091,129.399357,0.2,128.8,349.5,25.6,16,6.55,6.0,1.4,1.1,0.8,0
2021,9,7,7,35.480103,129.399329,0.3,228.6,349.1,25.6,16,5.54,6.0,1.5,1.2,0.7,0
2021,9,7,8,35.480072,129.399256,0.2,227.7,299.8,25.6,16,5.32,7.0,1.7,1.3,0.8,0
2021,9,7,9,35.480122,129.399247,0.3,109.7,208.3,25.6,16,4.52,9.0,1.4,1.2,0.7,0
2021,9,7,10,35.48011,129.399195,0.2,82.9,235.6,25.6,16,3.07,10.0,1.4,1.2,0.8,0
2021,9,7,11,35.480192,129.399196,0.3,143.4,132.1,25.6,16,3.49,10.0,1.5,1.2,0.7,0
2021,9,7,12,35.480442,129.399438,0.3,199.3,293.6,25.6,16,5.84,10.0,1.55,1.15,0.7,0
2021,9,7,13,35.481726,129.399389,0.5,233.8,200.1,25.6,16,6.62,10.0,1.45,1.1,0.7,0
2021,9,7,14,35.482084,129.399187,0.8,177.7,179.4,25.6,16,8.57,10.0,1.35,0.95,0.6,0
2021,9,7,15,35.482077,129.399287,0.6,163.5,184.6,25.6,16,8.71,10.0,1.35,1.0,0.6,0
2021,9,7,16,35.481961,129.399468,0.6,139.9,189.8,25.6,16,8.19,10.0,1.3,0.95,0.55,0
2021,9,10,16,35.482745,129.399503,0.3,274.3,204.0,25.6,16,7.43,10.0,0.55,0.4,0.2,0
2021,9,10,17,35.482957,129.399475,0.1,207.9,194.1,25.6,16,8.54,10.0,0.4,0.35,0.2,0
2021,9,10,18,35.482938,129.399515,0.0,227.2,191.1,25.6,16,5.27,10.0,0.5,0.4,0.35,0
2021,9,10,19,35.4829,129.399456,0.0,161.5,188.3,25.6,16,1.79,12.0,0.5,0.4,0.3,0
2021,9,10,20,35.482813,129.399632,0.1,276.9,202.4,25.6,16,1.49,12.0,0.4,0.3,0.25,0
2021,9,10,21,35.482908,129.399499,0.0,276.9,191.3,25.6,16,2.66,11.0,0.35,0.4,0.25,0
2021,9,10,22,35.482821,129.399574,0.0,276.9,197.5,25.6,16,2.48,12.0,0.45,0.35,0.2,0
2021,9,10,23,35.482801,129.399223,0.1,276.9,172.7,25.6,16,1.84,11.0,0.65,0.4,0.25,0
2021,12,10,1,35.454124,129.410317,0.3,201.8,211.7,7.57,3,3.25,15.0,0.8,0.6,0.4,0
2021,12,10,2,35.454174,129.410561,0.4,211.2,343.3,7.23,5,3.86,15.0,0.8,0.6,0.4,0
2021,12,10,3,35.454162,129.410565,0.4,284.5,343.3,8.17,3,3.76,15.0,0.8,0.6,0.4,0
2021,12,10,4,35.454196,129.410703,0.3,187.9,335.4,5.45,4,3.79,15.0,0.8,0.6,0.4,0
2021,12,10,5,35.454201,129.410798,0.3,187.3,336.2,6.01,13,3.58,15.0,0.9,0.7,0.4,0
2021,12,10,6,35.45415,129.410664,0.3,195.5,345.2,23.46,10,2.55,15.0,0.9,0.7,0.4,0
2021,12,10,7,35.454114,129.410585,0.2,178.7,352.7,40.15,10,2.06,15.0,0.8,0.6,0.4,0
2021,12,10,8,35.454117,129.41059,0.3,173.5,350.8,43.95,10,1.07,15.0,0.7,0.5,0.3,0
2021,12,10,9,35.454093,129.410416,0.2,193.8,139.1,38.17,10,0.13,0.0,0.6,0.5,0.3,0
2021,12,10,10,35.454144,129.410095,0.2,216.8,12.6,31.06,10,2.42,8.0,0.6,0.5,0.3,0
2021,12,10,11,35.45475,129.409498,0.1,240.0,72.6,14.89,10,4.98,9.0,0.7,0.5,0.3,0
2021,12,10,12,35.456083,129.409859,0.2,186.9,159.6,6.49,7,6.27,10.0,0.6,0.5,0.3,0
2021,12,10,13,35.456277,129.409991,0.2,248.7,172.2,7.65,6,6.07,10.0,1.0,0.7,0.4,0
2021,12,10,21,35.457295,129.419706,0.4,179.5,285.5,8.09,8,6.98,15.0,0.65,0.45,0.3,0
2021,12,10,22,35.456475,129.419124,0.1,229.1,329.0,21.71,11,8.39,15.0,0.9,0.6,0.3,0
2021,12,10,23,35.456452,129.419044,0.0,235.9,334.0,20.88,10,8.54,14.0,0.9,0.55,0.3,0
2021,12,11,0,35.456591,129.419327,0.1,117.6,318.2,14.71,10,7.48,15.0,1.0,0.65,0.35,0
2021,12,11,2,35.456625,129.419376,0.1,178.9,315.0,6.98,1,9.61,14.0,0.65,0.45,0.25,0
2021,12,11,3,35.456582,129.419293,0.0,239.1,318.5,16.06,1,9.52,14.0,0.7,0.45,0.25,0
2021,12,11,4,35.456541,129.419093,0.0,222.3,326.8,17.33,2,7.69,14.0,0.6,0.45,0.25,0
2021,12,11,5,35.456462,129.418731,0.0,230.5,292.0,16.78,2,4.62,15.0,0.4,0.3,0.2,0
2021,12,11,6,35.4565,129.419022,0.1,71.8,313.7,11.47,1,4.14,15.0,0.6,0.4,0.25,0
2021,12,11,7,35.453012,129.417361,0.2,77.7,250.2,7.37,12,2.06,14.0,0.6,0.4,0.2,0
2021,12,11,8,35.451334,129.416634,0.1,176.1,328.2,20.99,11,2.08,15.0,0.55,0.4,0.2,0
2021,12,11,9,35.45081,129.416297,0.1,263.5,332.0,29.86,11,0.63,0.0,0.6,0.4,0.25,0
2021,12,11,10,35.451034,129.416309,0.0,232.5,337.6,27.55,10,0.74,7.0,0.45,0.35,0.2,0
2021,12,11,11,35.450909,129.416075,0.0,231.2,344.5,20.68,10,1.37,5.0,0.4,0.25,0.2,0
2021,12,11,12,35.447957,129.414067,0.1,245.4,83.1,12.43,9,1.42,5.0,0.3,0.2,0.1,0
2021,12,11,13,35.447079,129.412621,0.1,90.4,124.9,5.41,1,1.92,7.0,0.4,0.25,0.15,0
2021,12,11,14,35.447364,129.413025,0.1,123.8,159.3,13.54,2,1.22,8.0,0.35,0.25,0.15,0
2021,12,11,15,35.44752,129.41353,0.1,115.8,190.4,24.63,2,1.78,9.0,0.35,0.25,0.2,0
2021,12,11,16,35.447579,129.413717,0.0,163.5,197.7,35.8,2,1.4,9.0,0.35,0.25,0.15,0
2021,12,11,17,35.447545,129.413754,0.0,260.5,199.3,41.03,3,2.42,15.0,0.4,0.3,0.2,0
2021,12,11,18,35.447486,129.413852,0.1,229.7,211.8,34.14,3,3.61,15.0,0.4,0.3,0.2,0
2021,12,11,19,35.447182,129.414155,0.1,219.4,251.8,23.54,4,2.98,15.0,0.5,0.3,0.2,0
2021,12,11,20,35.44689,129.414204,0.1,222.5,265.1,18.29,3,2.63,15.0,0.45,0.3,0.15,0
2021,12,11,21,35.445987,129.413915,0.1,232.4,326.8,14.32,5,2.27,15.0,0.5,0.35,0.2,0
2021,12,11,22,35.446067,129.414014,0.1,222.7,322.1,7.78,7,3.43,14.0,0.45,0.35,0.2,0
2021,12,11,23,35.445883,129.413584,0.1,222.4,329.2,13.63,11,3.92,14.0,0.85,0.5,0.25,0
2021,12,12,0,35.445875,129.413313,0.1,177.9,57.0,10.2,11,2.98,14.0,0.5,0.35,0.25,0
2021,12,12,1,35.445831,129.413548,0.1,159.8,317.6,11.68,14,5.99,14.0,0.55,0.4,0.25,0
2021,12,12,2,35.445405,129.418736,0.3,123.0,248.2,14.96,14,7.8,15.0,0.6,0.4,0.25,0
2021,12,12,3,35.445469,129.419361,0.1,70.8,297.4,16.2,0,4.58,14.0,0.75,0.5,0.3,0
2021,12,12,4,35.445356,129.419317,0.1,125.0,309.2,17.38,0,3.64,14.0,0.75,0.5,0.3,0
